customer_id,kyc_type,province,city,industry_code,occupation_code,income_cents,sales_cents,account_age,birth_business_age
SYNID0102812465,individual,other,other,,RETIRED,3665400.0,,15.25,68.65
SYNID0102812482,individual,ON,KANATA,,63200,-1.0,,4.06,25.88
SYNID0102812926,individual,BC,KELOWNA,,OTHER,6053800.0,,4.57,55.29
SYNID0102813195,individual,other,other,,STUDENT,1500.0,,7.72,22.95
SYNID0102813328,individual,other,other,,SELF_EMPLOYED,2120400.0,,32.79,78.64
SYNID0102813372,individual,other,other,,OTHER,-1.0,,,22.32
SYNID0102813407,individual,ON,PETERBOROUGH,,STUDENT,1400.0,,16.85,19.03
SYNID0102813607,individual,other,other,,10019,2568600.0,,34.62,60.74
SYNID0102813837,individual,other,other,,13100,4055100.0,,2.1,22.33
SYNID0102813992,individual,ON,TORONTO,,65100,4328100.0,,22.78,43.86
SYNID0102814104,individual,AB,MEDICINE HAT,,RETIRED,-1.0,,25.96,70.09
SYNID0102814423,individual,ON,OTTAWA,,10019,8869000.0,,26.66,54.41
SYNID0102814622,individual,other,other,,95109,6907700.0,,25.56,
SYNID0102814802,individual,ON,BRAMPTON,,OTHER,5963000.0,,,29.46
SYNID0102815100,individual,ON,GLOUCESTER,,41200,4022500.0,,25.63,67.08
SYNID0102815267,individual,NL,ST. JOHN'S,,OTHER,-1.0,,15.07,
SYNID0102815389,individual,BC,VANCOUVER,,73300,7290900.0,,29.78,53.97
SYNID0102815401,individual,other,other,,22301,9243500.0,,22.46,57.53
SYNID0102815447,individual,ON,WATERLOO,,0,3621600.0,,39.83,60.82
SYNID0102815486,individual,ON,CAMBRIDGE,,131,-1.0,,3.59,
SYNID0102815741,individual,other,other,,,2940500.0,,4.21,57.34
SYNID0102815775,individual,ON,TORONTO,,OTHER,12978800.0,,29.27,42.02
SYNID0102815815,individual,ON,WHITBY,,RETIRED,5277400.0,,22.47,70.88
SYNID0102815841,individual,BC,VANCOUVER,,SELF_EMPLOYED,15102400.0,,5.46,35.57
SYNID0102815987,individual,ON,OTTAWA,,OTHER,-1.0,,,21.18
SYNID0102816013,individual,ON,MISSISSAUGA,,75200,6101700.0,,8.96,30.37
SYNID0102816415,individual,ON,PICKERING,,OTHER,5957300.0,,22.24,56.78
SYNID0102816449,individual,BC,KAMLOOPS,,UNEMPLOYED,3294000.0,,4.45,32.35
SYNID0102816481,individual,ON,STOUFFVILLE,,62024,2325800.0,,6.24,26.94
SYNID0102816531,individual,other,other,,RETIRED,8486900.0,,26.29,59.34
SYNID0102817075,individual,AB,EDMONTON,,STUDENT,-1.0,,2.73,19.23
SYNID0102817243,individual,other,other,,SELF_EMPLOYED,2848300.0,,28.69,86.95
SYNID0102817304,individual,other,other,,73300,2783300.0,,8.28,34.43
SYNID0102817355,individual,NB,SAINT JOHN,,14101,6328000.0,,5.29,31.68
SYNID0102817548,individual,ON,SCARBOROUGH,,RETIRED,-1.0,,17.09,69.76
SYNID0102817585,individual,other,other,,RETIRED,3736900.0,,25.8,88.45
SYNID0102818493,individual,ON,SCARBOROUGH,,14100,3307300.0,,5.69,27.21
SYNID0102818511,individual,ON,SCARBOROUGH,,73301,4388300.0,,9.03,40.09
SYNID0102818817,individual,BC,SURREY,,RETIRED,-1.0,,6.92,39.1
SYNID0102819243,individual,BC,CHILLIWACK,,STUDENT,-1.0,,2.57,21.88
SYNID0102819294,individual,ON,BRAMPTON,,7410,-1.0,,6.09,28.46
SYNID0102819455,individual,other,other,,313,-1.0,,4.13,29.65
SYNID0102819540,individual,SK,SASKATOON,,OTHER,-1.0,,,58.6
SYNID0102819771,individual,AB,EDMONTON,,11102,3227700.0,,8.78,34.95
SYNID0102819943,individual,other,other,,RETIRED,-1.0,,8.66,61.87
SYNID0102820406,individual,BC,ABBOTSFORD,,6004,1500.0,,9.7,24.5
SYNID0102821108,individual,ON,WINDSOR,,OTHER,5109700.0,,23.44,53.64
SYNID0102821162,individual,ON,MISSISSAUGA,,73300,-1.0,,5.25,58.54
SYNID0102821328,individual,BC,RICHMOND,,64410,14365100.0,,33.42,60.06
SYNID0102821488,individual,QC,other,,SELF_EMPLOYED,8243600.0,,13.34,58.1
SYNID0102821701,individual,AB,EDMONTON,,11102,1938200.0,,4.26,24.73
SYNID0102821752,individual,ON,NORTH YORK,,OTHER,1700400.0,,16.95,44.87
SYNID0102821872,individual,ON,WINDSOR,,UNEMPLOYED,1000.0,,35.24,59.33
SYNID0102822095,individual,BC,VANCOUVER,,10019,-1.0,,7.84,
SYNID0102822260,individual,ON,AJAX,,RETIRED,1100.0,,34.4,68.5
SYNID0102822318,individual,other,other,,SELF_EMPLOYED,-1.0,,24.87,64.76
SYNID0102822644,individual,other,other,,OTHER,4814000.0,,13.74,56.97
SYNID0102823076,individual,other,other,,RETIRED,1063100.0,,24.56,77.37
SYNID0102823519,individual,AB,AIRDRIE,,STUDENT,-1.0,,0.86,15.58
SYNID0102823922,individual,other,other,,RETIRED,3208700.0,,36.52,
SYNID0102824136,individual,ON,BARRIE,,STUDENT,900.0,,1.02,22.1
SYNID0102824180,individual,other,other,,UNEMPLOYED,5053100.0,,32.59,59.9
SYNID0102824374,individual,ON,THUNDER BAY,,65200,2843800.0,,4.5,60.11
SYNID0102824579,individual,ON,CORNWALL,,RETIRED,2755000.0,,28.31,75.4
SYNID0102824742,individual,AB,SHERWOOD PARK,,33109,4437500.0,,22.3,34.41
SYNID0102824765,individual,AB,EDMONTON,,OTHER,4612200.0,,3.4,28.89
SYNID0102824880,individual,MB,WINNIPEG,,OTHER,1500.0,,,27.71
SYNID0102825601,individual,ON,BRAMPTON,,10019,5632500.0,,26.08,58.98
SYNID0102825920,individual,BC,VANCOUVER,,STUDENT,900.0,,2.04,21.08
SYNID0102825999,individual,MB,WINNIPEG,,SELF_EMPLOYED,-1.0,,6.88,30.42
SYNID0102826212,individual,ON,TORONTO,,11201,-1.0,,1.43,44.74
SYNID0102826521,individual,MB,WINNIPEG,,131,1589400.0,,5.78,25.32
SYNID0102826563,individual,AB,EDMONTON,,10019,7477500.0,,5.3,37.52
SYNID0102826625,individual,ON,BRAMPTON,,UNEMPLOYED,2725200.0,,22.64,59.46
SYNID0102826709,individual,ON,TORONTO,,14100,7783500.0,,,55.2
SYNID0102827188,individual,BC,VANCOUVER,,65201,120300.0,,33.76,45.14
SYNID0102827639,individual,ON,BRAMPTON,,14100,-1.0,,3.49,24.89
SYNID0102827641,individual,ON,SAULT STE. MARIE,,SELF_EMPLOYED,5852500.0,,14.54,
SYNID0102827680,individual,ON,SCARBOROUGH,,65201,6223600.0,,33.87,60.62
SYNID0102827801,individual,NS,TRURO,,14200,-1.0,,22.91,51.88
SYNID0102827820,individual,ON,BOWMANVILLE,,UNEMPLOYED,-1.0,,1.57,33.94
SYNID0102828059,individual,NL,ST. JOHN'S,,14100,-1.0,,2.42,27.68
SYNID0102828323,individual,ON,TORONTO,,63101,4745800.0,,10.35,37.72
SYNID0102828418,individual,other,other,,RETIRED,-1.0,,36.68,87.36
SYNID0102829179,individual,other,other,,UNEMPLOYED,11300.0,,14.65,54.51
SYNID0102829310,individual,other,other,,RETIRED,2665600.0,,,72.79
SYNID0102829328,individual,ON,STRATFORD,,72410,-1.0,,10.86,28.14
SYNID0102829401,individual,other,other,,UNEMPLOYED,-1.0,,12.39,43.35
SYNID0102829556,individual,ON,TORONTO,,10010,7571800.0,,9.1,40.03
SYNID0102829703,individual,other,other,,RETIRED,-1.0,,33.34,78.86
SYNID0102829882,individual,other,other,,UNEMPLOYED,1500.0,,32.39,59.44
SYNID0102830532,individual,ON,WATERLOO,,OTHER,6938000.0,,20.05,60.64
SYNID0102830586,individual,NB,MONCTON,,RETIRED,1920200.0,,39.52,72.68
SYNID0102830721,individual,other,other,,63100,-1.0,,13.15,35.84
SYNID0102831012,individual,MB,WINNIPEG,,OTHER,1500.0,,5.4,25.62
SYNID0102831195,individual,BC,SURREY,,SELF_EMPLOYED,-1.0,,1.66,39.83
SYNID0102831270,individual,MB,WINNIPEG,,64410,1363700.0,,7.04,22.4
SYNID0102831352,individual,ON,TORONTO,,OTHER,5549400.0,,23.7,54.51
SYNID0102831398,individual,ON,TORONTO,,UNEMPLOYED,1400.0,,9.45,
SYNID0102832300,individual,ON,BRAMPTON,,STUDENT,-1.0,,2.29,22.52
SYNID0102832575,individual,ON,THORNHILL,,STUDENT,1100.0,,15.37,22.4
SYNID0102832674,individual,ON,SCARBOROUGH,,RETIRED,2033500.0,,20.68,65.5
SYNID0102832721,individual,ON,BRAMPTON,,STUDENT,1400.0,,,15.21
SYNID0102833066,individual,AB,ST. ALBERT,,OTHER,3144300.0,,9.37,34.84
SYNID0102834296,individual,other,other,,RETIRED,2145400.0,,30.4,87.55
SYNID0102834374,individual,other,other,,OTHER,-1.0,,21.98,65.0
SYNID0102834641,individual,other,other,,OTHER,3963300.0,,19.32,49.93
SYNID0102834655,individual,AB,AIRDRIE,,STUDENT,-1.0,,4.19,25.38
SYNID0102834972,individual,QC,LAVAL,,OTHER,3791000.0,,28.95,35.59
SYNID0102834982,individual,ON,ETOBICOKE,,RETIRED,3824900.0,,35.98,
SYNID0102835058,individual,NB,SAINT JOHN,,STUDENT,370600.0,,5.38,27.26
SYNID0102835196,individual,other,other,,RETIRED,3815300.0,,37.68,
SYNID0102835440,individual,AB,SPRUCE GROVE,,UNEMPLOYED,-1.0,,1.25,43.18
SYNID0102835523,individual,other,other,,63202,7441100.0,,27.13,
SYNID0102835575,individual,other,other,,SELF_EMPLOYED,3365000.0,,25.14,58.5
SYNID0102836158,individual,ON,BRAMPTON,,RETIRED,1858400.0,,,
SYNID0102836167,individual,ON,GUELPH,,STUDENT,-1.0,,2.09,22.52
SYNID0102836358,individual,ON,TORONTO,,OTHER,11987700.0,,24.2,45.65
SYNID0102836395,individual,ON,BRAMPTON,,21321,-1.0,,5.09,53.76
SYNID0102836539,individual,ON,TRENTON,,OTHER,2338100.0,,20.5,36.36
SYNID0102836669,individual,MB,WINNIPEG,,10010,1000.0,,,30.42
SYNID0102836939,individual,AB,CALGARY,,14102,3697700.0,,4.64,38.29
SYNID0102837015,individual,ON,BURLINGTON,,OTHER,-1.0,,3.53,27.07
SYNID0102837100,individual,ON,COBOURG,,OTHER,5000200.0,,8.73,45.24
SYNID0102837190,individual,QC,GATINEAU,,63210,844300.0,,,37.15
SYNID0102837278,individual,MB,BRANDON,,OTHER,-1.0,,18.52,56.51
SYNID0102837366,individual,ON,ST CATHARINES,,31102,-1.0,,1.62,30.98
SYNID0102837571,individual,AB,EDMONTON,,60010,2521000.0,,5.67,43.48
SYNID0102838799,individual,ON,OTTAWA,,SELF_EMPLOYED,1772200.0,,1.91,41.48
SYNID0102838821,individual,other,other,,SELF_EMPLOYED,43760800.0,,,59.66
SYNID0102839042,individual,ON,MISSISSAUGA,,UNEMPLOYED,1600.0,,20.21,40.2
SYNID0102839344,individual,ON,CAMBRIDGE,,SELF_EMPLOYED,2015100.0,,13.71,38.28
SYNID0102839437,individual,other,other,,313,3649700.0,,8.78,24.25
SYNID0102839477,individual,ON,MISSISSAUGA,,SELF_EMPLOYED,-1.0,,8.36,72.5
SYNID0102839822,individual,other,other,,OTHER,1198800.0,,,62.48
SYNID0102840209,individual,NS,HALIFAX,,UNEMPLOYED,-1.0,,7.34,42.77
SYNID0102840368,individual,other,other,,75110,4621700.0,,23.47,61.33
SYNID0102840372,individual,AB,CALGARY,,STUDENT,-1.0,,8.51,26.19
SYNID0102840489,individual,ON,TORONTO,,44101,-1.0,,6.21,33.79
SYNID0102840578,individual,BC,VANCOUVER,,RETIRED,5048800.0,,25.55,72.68
SYNID0102840790,individual,other,other,,7230,888800.0,,19.13,57.35
SYNID0102841020,individual,other,other,,0,-1.0,,8.5,32.93
SYNID0102841317,individual,ON,CAMBRIDGE,,11102,-1.0,,2.74,21.6
SYNID0102841447,individual,BC,SURREY,,UNEMPLOYED,-1.0,,2.89,26.51
SYNID0102841508,individual,other,other,,85110,-1.0,,4.99,51.1
SYNID0102841558,individual,AB,CALGARY,,63200,4813500.0,,33.98,53.87
SYNID0102841830,individual,ON,WHITBY,,63100,11487100.0,,18.17,52.31
SYNID0102841870,individual,ON,BROCKVILLE,,20012,1100.0,,11.5,41.05
SYNID0102841924,individual,BC,NORTH VANCOUVER,,SELF_EMPLOYED,10455600.0,,1.05,47.8
SYNID0102842063,individual,ON,VAUGHAN,,STUDENT,5340200.0,,24.64,
SYNID0102842205,individual,BC,RICHMOND,,STUDENT,2924400.0,,13.82,20.87
SYNID0102842559,individual,other,other,,73301,7986800.0,,11.0,44.07
SYNID0102842636,individual,ON,SCARBOROUGH,,74102,4895100.0,,8.45,38.94
SYNID0102842834,individual,ON,BRAMPTON,,SELF_EMPLOYED,3869700.0,,4.97,25.12
SYNID0102843119,individual,other,other,,RETIRED,31065400.0,,28.82,70.76
SYNID0102843562,individual,other,other,,OTHER,-1.0,,33.86,37.28
SYNID0102843736,individual,QC,MONTREAL,,OTHER,1859500.0,,22.54,56.8
SYNID0102843792,individual,other,other,,313,2546500.0,,21.33,28.26
SYNID0102843836,individual,other,other,,44100,9505800.0,,35.44,67.44
SYNID0102844054,individual,BC,NANAIMO,,RETIRED,1581200.0,,23.53,70.1
SYNID0102844062,individual,ON,TORONTO,,RETIRED,7819100.0,,33.9,69.03
SYNID0102844969,individual,other,other,,21232,1400.0,,10.96,22.2
SYNID0102845016,individual,ON,PICKERING,,OTHER,5603300.0,,21.39,40.48
SYNID0102845587,individual,other,other,,RETIRED,1867800.0,,27.5,80.47
SYNID0102845651,individual,other,other,,SELF_EMPLOYED,924100.0,,11.29,51.63
SYNID0102846058,individual,other,other,,UNEMPLOYED,-1.0,,21.29,40.14
SYNID0102846160,individual,BC,other,,10019,-1.0,,9.11,46.4
SYNID0102846344,individual,ON,NORTH BAY,,11201,-1.0,,1.4,26.59
SYNID0102846549,individual,other,other,,RETIRED,-1.0,,26.32,76.42
SYNID0102846760,individual,MB,WINNIPEG,,STUDENT,-1.0,,5.93,24.92
SYNID0102846941,individual,other,other,,60010,5303000.0,,16.5,39.25
SYNID0102847021,individual,ON,SCARBOROUGH,,STUDENT,1826900.0,,20.65,39.21
SYNID0102847111,individual,SK,REGINA,,60010,15950500.0,,8.25,33.08
SYNID0102847133,individual,ON,SCARBOROUGH,,STUDENT,-1.0,,2.23,8.39
SYNID0102847225,individual,other,other,,UNEMPLOYED,2389200.0,,29.49,72.53
SYNID0102847285,individual,ON,GEORGETOWN,,STUDENT,1000.0,,3.06,
SYNID0102847288,individual,other,other,,RETIRED,2443600.0,,28.93,90.62
SYNID0102847331,individual,other,other,,90010,3581800.0,,11.65,57.42
SYNID0102847516,individual,ON,WASAGA BEACH,,13100,4027600.0,,12.51,35.55
SYNID0102847524,individual,other,other,,RETIRED,1508000.0,,14.63,76.77
SYNID0102847551,individual,BC,VICTORIA,,OTHER,1100.0,,20.34,56.41
SYNID0102847742,individual,other,other,,31202,4021800.0,,2.32,23.5
SYNID0102847769,individual,AB,CALGARY,,OTHER,8024400.0,,28.61,71.39
SYNID0102847777,individual,MB,WINNIPEG,,OTHER,-1.0,,1.64,27.54
SYNID0102847922,individual,ON,ANCASTER,,11100,-1.0,,6.31,56.3
SYNID0102847983,individual,other,other,,STUDENT,900.0,,14.03,18.34
SYNID0102848002,individual,ON,TORONTO,,OTHER,6503100.0,,7.96,46.4
SYNID0102848031,individual,other,other,,RETIRED,2062500.0,,33.7,72.21
SYNID0102848185,individual,ON,LONDON,,STUDENT,-1.0,,4.5,22.44
SYNID0102848229,individual,other,other,,RETIRED,1286800.0,,36.49,68.1
SYNID0102848449,individual,ON,TORONTO,,10019,3779900.0,,9.15,53.94
SYNID0102848730,individual,BC,SURREY,,RETIRED,1600.0,,28.15,88.67
SYNID0102848818,individual,other,other,,41101,5464400.0,,3.17,35.68
SYNID0102848835,individual,AB,CALGARY,,313,10834400.0,,33.48,56.32
SYNID0102848926,individual,other,other,,60010,-1.0,,16.89,39.76
SYNID0102849219,individual,other,other,,13100,8500800.0,,18.06,44.47
SYNID0102849255,individual,AB,EDMONTON,,RETIRED,2889100.0,,33.66,82.69
SYNID0102849261,individual,other,other,,21399,-1.0,,5.36,34.42
SYNID0102849634,individual,AB,CALGARY,,UNEMPLOYED,900.0,,28.52,56.17
SYNID0102849880,individual,other,other,,OTHER,934900.0,,3.41,26.92
SYNID0102849943,individual,other,other,,RETIRED,4962100.0,,35.04,67.73
SYNID0102850249,individual,ON,TORONTO,,OTHER,8002000.0,,23.77,64.21
SYNID0102850535,individual,ON,TORONTO,,SELF_EMPLOYED,-1.0,,10.19,46.41
SYNID0102850571,individual,ON,TORONTO,,OTHER,10908600.0,,28.16,57.66
SYNID0102850588,individual,QC,MONTREAL,,OTHER,3210600.0,,,39.45
SYNID0102850873,individual,BC,VICTORIA,,72310,-1.0,,10.24,
SYNID0102850980,individual,NL,PARADISE,,SELF_EMPLOYED,3625600.0,,6.22,28.88
SYNID0102851068,individual,ON,HAMILTON,,OTHER,-1.0,,31.44,41.69
SYNID0102851432,individual,ON,SUDBURY,,STUDENT,-1.0,,8.34,29.59
SYNID0102851434,individual,ON,MISSISSAUGA,,73300,-1.0,,8.35,42.81
SYNID0102851453,individual,ON,WHITBY,,STUDENT,-1.0,,5.21,23.77
SYNID0102851497,individual,QC,MONTREAL,,OTHER,3313700.0,,29.75,67.81
SYNID0102851514,individual,other,other,,RETIRED,14864000.0,,33.16,66.41
SYNID0102851614,individual,BC,PRINCE GEORGE,,60010,7215800.0,,3.93,49.51
SYNID0102851659,individual,other,other,,RETIRED,2225600.0,,28.67,66.85
SYNID0102851709,individual,BC,BURNABY,,OTHER,-1.0,,7.6,25.27
SYNID0102851831,individual,AB,EDMONTON,,UNEMPLOYED,1400.0,,4.2,33.86
SYNID0102851876,individual,other,other,,SELF_EMPLOYED,4901800.0,,19.02,
SYNID0102852356,individual,AB,SHERWOOD PARK,,RETIRED,161600.0,,24.87,71.77
SYNID0102852909,individual,ON,SCARBOROUGH,,UNEMPLOYED,-1.0,,5.02,22.55
SYNID0102853094,individual,AB,EDMONTON,,STUDENT,900.0,,2.6,26.06
SYNID0102853288,individual,BC,VANCOUVER,,RETIRED,5034000.0,,32.78,79.86
SYNID0102853314,individual,other,other,,14100,2513000.0,,7.76,61.85
SYNID0102853704,individual,ON,TORONTO,,63100,9254800.0,,27.82,32.35
SYNID0102853777,individual,ON,BRAMPTON,,11201,7172400.0,,12.27,34.46
SYNID0102853906,individual,other,other,,UNEMPLOYED,-1.0,,35.38,63.64
SYNID0102853937,individual,MB,WINNIPEG,,SELF_EMPLOYED,2464600.0,,26.4,28.26
SYNID0102854042,individual,ON,MARKHAM,,STUDENT,-1.0,,4.0,23.19
SYNID0102854151,individual,AB,CALGARY,,SELF_EMPLOYED,-1.0,,,
SYNID0102854197,individual,ON,NEPEAN,,UNEMPLOYED,1100.0,,25.07,57.01
SYNID0102854235,individual,other,other,,RETIRED,3561500.0,,34.23,73.3
SYNID0102854326,individual,ON,COURTICE,,65100,-1.0,,4.27,24.01
SYNID0102854329,individual,ON,TORONTO,,RETIRED,-1.0,,10.49,70.48
SYNID0102854381,individual,ON,OTTAWA,,UNEMPLOYED,4914900.0,,4.19,27.91
SYNID0102854450,individual,other,other,,STUDENT,6221500.0,,24.04,52.66
SYNID0102854523,individual,ON,MARKHAM,,RETIRED,-1.0,,19.39,
SYNID0102854524,individual,AB,CALGARY,,STUDENT,1300.0,,4.6,29.05
SYNID0102854892,individual,ON,LONDON,,OTHER,1978900.0,,27.42,41.36
SYNID0102854909,individual,other,other,,UNEMPLOYED,-1.0,,,59.45
SYNID0102854965,individual,ON,RICHMOND HILL,,65200,3047200.0,,,28.63
SYNID0102855272,individual,ON,STONEY CREEK,,OTHER,6401600.0,,9.84,46.23
SYNID0102855412,individual,other,other,,RETIRED,-1.0,,2.84,75.88
SYNID0102855480,individual,other,other,,65100,-1.0,,,
SYNID0102855593,individual,ON,ORILLIA,,STUDENT,13559400.0,,24.24,37.46
SYNID0102855812,individual,ON,OTTAWA,,STUDENT,-1.0,,5.03,28.06
SYNID0102855857,individual,ON,NORTH BAY,,RETIRED,1596600.0,,33.58,79.98
SYNID0102855915,individual,other,other,,UNEMPLOYED,1250800.0,,14.03,49.51
SYNID0102856349,individual,ON,ETOBICOKE,,60010,-1.0,,12.73,36.22
SYNID0102856730,individual,other,other,,RETIRED,4781400.0,,10.11,67.02
SYNID0102856923,individual,ON,OTTAWA,,UNEMPLOYED,1378300.0,,28.87,72.3
SYNID0102857558,individual,NB,MONCTON,,OTHER,4738700.0,,4.36,31.45
SYNID0102857634,individual,other,other,,RETIRED,5533200.0,,32.76,74.34
SYNID0102857663,individual,QC,BROSSARD,,STUDENT,-1.0,,1.04,27.55
SYNID0102857720,individual,ON,AJAX,,OTHER,-1.0,,15.74,32.44
SYNID0102857728,individual,BC,VERNON,,OTHER,12527200.0,,28.14,45.83
SYNID0102857967,individual,ON,TORONTO,,41221,5069900.0,,23.97,62.6
SYNID0102858209,individual,AB,LETHBRIDGE,,RETIRED,1086500.0,,29.24,
SYNID0102858223,individual,ON,BRAMPTON,,STUDENT,-1.0,,1.36,9.91
SYNID0102858392,individual,AB,ST. ALBERT,,63100,-1.0,,26.14,64.28
SYNID0102858578,individual,ON,WELLAND,,OTHER,-1.0,,4.16,47.5
SYNID0102858669,individual,other,other,,STUDENT,1000.0,,4.86,24.58
SYNID0102858828,individual,ON,KITCHENER,,RETIRED,8125800.0,,27.41,64.05
SYNID0102858846,individual,AB,FORT MCMURRAY,,65201,3828100.0,,10.75,31.13
SYNID0102859031,individual,QC,other,,10019,5923800.0,,36.12,73.16
SYNID0102859200,individual,BC,SURREY,,UNEMPLOYED,1500.0,,17.94,74.14
SYNID0102859365,individual,QC,QUEBEC,,RETIRED,1437300.0,,,80.48
SYNID0102859407,individual,ON,TORONTO,,OTHER,4999200.0,,16.84,35.55
SYNID0102859650,individual,other,other,,STUDENT,900.0,,6.97,28.21
SYNID0102859836,individual,other,other,,OTHER,11323900.0,,33.1,53.05
SYNID0102860115,individual,other,other,,RETIRED,8108900.0,,38.54,76.91
SYNID0102860353,individual,AB,EDMONTON,,STUDENT,-1.0,,2.02,
SYNID0102860525,individual,other,other,,63100,-1.0,,29.94,49.7
SYNID0102860553,individual,NB,FREDERICTON,,10010,800.0,,1.39,36.9
SYNID0102860554,individual,ON,MISSISSAUGA,,UNEMPLOYED,-1.0,,26.68,59.07
SYNID0102860731,individual,other,other,,10019,-1.0,,,
SYNID0102860732,individual,other,other,,942,6312600.0,,17.34,39.3
SYNID0102861047,individual,ON,NEPEAN,,641,701700.0,,4.87,25.96
SYNID0102861405,individual,other,other,,SELF_EMPLOYED,10188800.0,,28.32,51.73
SYNID0102861421,individual,AB,CALGARY,,OTHER,1779600.0,,7.46,31.44
SYNID0102861561,individual,BC,other,,4001,3708400.0,,8.46,34.35
SYNID0102861569,individual,other,other,,OTHER,2570500.0,,16.86,37.54
SYNID0102861604,individual,other,other,,RETIRED,1932700.0,,36.64,74.38
SYNID0102861867,individual,NL,ST. JOHN'S,,OTHER,1300.0,,13.76,61.93
SYNID0102861954,individual,NL,ST. JOHN'S,,STUDENT,-1.0,,2.93,16.92
SYNID0102862892,individual,other,other,,SELF_EMPLOYED,3702900.0,,17.5,34.99
SYNID0102863849,individual,other,other,,SELF_EMPLOYED,7019300.0,,30.39,43.55
SYNID0102864010,individual,BC,VICTORIA,,21232,-1.0,,4.92,25.92
SYNID0102864241,individual,MB,WINNIPEG,,SELF_EMPLOYED,-1.0,,,26.0
SYNID0102864547,individual,ON,BURLINGTON,,RETIRED,2999000.0,,28.07,69.04
SYNID0102864737,individual,other,other,,OTHER,-1.0,,4.73,57.66
SYNID0102864912,individual,ON,SCARBOROUGH,,STUDENT,-1.0,,1.16,24.65
SYNID0102864979,individual,other,other,,UNEMPLOYED,-1.0,,9.39,52.58
SYNID0102865248,individual,BC,NANAIMO,,OTHER,-1.0,,11.53,55.87
SYNID0102865532,individual,NL,ST. JOHN'S,,10011,-1.0,,5.28,31.75
SYNID0102865557,individual,other,other,,OTHER,7876700.0,,23.5,78.95
SYNID0102865617,individual,other,other,,OTHER,15012200.0,,,45.26
SYNID0102865702,individual,ON,WATERLOO,,9201,-1.0,,7.37,35.63
SYNID0102866524,individual,BC,SURREY,,60010,3548600.0,,8.36,30.33
SYNID0102866610,individual,other,other,,65200,6451000.0,,21.47,57.08
SYNID0102866702,individual,ON,STITTSVILLE,,313,3732800.0,,4.94,29.19
SYNID0102866906,individual,ON,NEPEAN,,OTHER,-1.0,,4.77,33.4
SYNID0102867218,individual,BC,PRINCE GEORGE,,SELF_EMPLOYED,1685500.0,,26.0,46.04
SYNID0102867366,individual,other,other,,STUDENT,900.0,,13.55,16.8
SYNID0102867375,individual,ON,NORTH YORK,,42202,2392300.0,,28.39,51.96
SYNID0102867430,individual,other,other,,STUDENT,800200.0,,5.11,25.17
SYNID0102868287,individual,other,other,,10011,9757100.0,,33.28,60.1
SYNID0102868494,individual,other,other,,RETIRED,-1.0,,3.87,69.31
SYNID0102868522,individual,QC,QUEBEC,,33102,7392800.0,,9.99,42.23
SYNID0102868738,individual,other,other,,RETIRED,3886100.0,,40.91,76.3
SYNID0102868836,individual,BC,SURREY,,UNEMPLOYED,5338400.0,,10.61,29.29
SYNID0102869434,individual,BC,NORTH VANCOUVER,,0,6324600.0,,5.14,30.52
SYNID0102869452,individual,other,other,,11201,8855600.0,,32.88,52.22
SYNID0102869534,individual,other,other,,OTHER,8725800.0,,25.43,51.7
SYNID0102869546,individual,other,other,,OTHER,-1.0,,,20.13
SYNID0102869722,individual,BC,BURNABY,,UNEMPLOYED,3123600.0,,28.88,62.43
SYNID0102869945,individual,AB,CALGARY,,72310,-1.0,,2.88,26.53
SYNID0102870457,individual,ON,LONDON,,OTHER,7467600.0,,,57.29
SYNID0102870462,individual,MB,WINNIPEG,,313,3564800.0,,7.35,25.2
SYNID0102870581,individual,other,other,,OTHER,-1.0,,6.39,
SYNID0102870758,individual,QC,GATINEAU,,OTHER,2822700.0,,11.02,42.07
SYNID0102871036,individual,other,other,,11102,11024200.0,,33.63,62.66
SYNID0102871183,individual,ON,SCARBOROUGH,,STUDENT,-1.0,,6.19,27.18
SYNID0102871218,individual,other,other,,RETIRED,9301100.0,,23.44,68.83
SYNID0102871652,individual,other,other,,RETIRED,1000.0,,17.44,82.26
SYNID0102871824,individual,ON,TORONTO,,RETIRED,2079400.0,,28.09,79.32
SYNID0102872167,individual,ON,WELLAND,,STUDENT,-1.0,,3.52,
SYNID0102872329,individual,BC,NORTH VANCOUVER,,SELF_EMPLOYED,-1.0,,1.71,30.38
SYNID0102872340,individual,other,other,,STUDENT,-1.0,,3.88,20.37
SYNID0102872529,individual,other,other,,OTHER,-1.0,,14.42,34.46
SYNID0102872691,individual,ON,OTTAWA,,RETIRED,1991100.0,,23.63,
SYNID0102872799,individual,ON,SCARBOROUGH,,63200,1913700.0,,20.07,65.63
SYNID0102872943,individual,other,other,,SELF_EMPLOYED,3399000.0,,33.24,46.43
SYNID0102872948,individual,other,other,,42100,11371700.0,,19.17,48.45
SYNID0102873326,individual,ON,HAMILTON,,SELF_EMPLOYED,-1.0,,9.14,51.63
SYNID0102873372,individual,other,other,,RETIRED,2069500.0,,28.73,74.3
SYNID0102874193,individual,AB,EDMONTON,,RETIRED,-1.0,,18.51,59.44
SYNID0102874364,individual,other,other,,52120,-1.0,,4.15,31.67
SYNID0102874574,individual,ON,NIAGARA FALLS,,14102,-1.0,,5.34,28.36
SYNID0102874911,individual,other,other,,RETIRED,1757100.0,,18.54,80.56
SYNID0102874953,individual,other,other,,SELF_EMPLOYED,-1.0,,,32.64
