"customer_id","cluster_raw","cluster_num","kyc_type"
"SYNID0100550330","global_4",4,"individual"
"SYNID0100550427","global_4",4,"individual"
"SYNID0100550539","global_4",4,"individual"
"SYNID0100550596","global_3",3,"individual"
"SYNID0100550785","global_4",4,"individual"
"SYNID0100550949","global_3",3,"individual"
"SYNID0100551063","global_3",3,"individual"
"SYNID0100551069","global_3",3,"individual"
"SYNID0100551342","global_4",4,"individual"
"SYNID0100551451","global_4",4,"individual"
"SYNID0100551864","global_4",4,"individual"
"SYNID0100552293","global_4",4,"individual"
"SYNID0100552310","global_4",4,"individual"
"SYNID0100552320","global_4",4,"individual"
"SYNID0100552559","global_4",4,"individual"
"SYNID0100552782","global_4",4,"individual"
"SYNID0100553128","global_3",3,"individual"
"SYNID0100553210","global_3",3,"individual"
"SYNID0100553219","global_3",3,"individual"
"SYNID0100553326","global_4",4,"individual"
"SYNID0100553425","global_3",3,"individual"
"SYNID0100553429","global_4",4,"individual"
"SYNID0100553704","global_3",3,"individual"
"SYNID0100553795","global_3",3,"individual"
"SYNID0100553923","global_4",4,"individual"
"SYNID0100554018","global_4",4,"individual"
"SYNID0100554131","global_4",4,"individual"
"SYNID0100554353","global_3",3,"individual"
"SYNID0100554570","global_4",4,"individual"
"SYNID0100554664","global_3",3,"individual"
"SYNID0100554963","global_4",4,"individual"
"SYNID0100554974","global_3",3,"individual"
"SYNID0100555070","global_3",3,"individual"
"SYNID0100555099","global_4",4,"individual"
"SYNID0100555142","global_4",4,"individual"
"SYNID0100555155","global_3",3,"individual"
"SYNID0100555345","global_3",3,"individual"
"SYNID0100555601","global_4",4,"individual"
"SYNID0100555704","global_3",3,"individual"
"SYNID0100555920","global_4",4,"individual"
"SYNID0100556000","global_4",4,"individual"
"SYNID0100556232","global_3",3,"individual"
"SYNID0100556646","global_4",4,"individual"
"SYNID0100556777","global_4",4,"individual"
"SYNID0100556839","global_4",4,"individual"
"SYNID0100556966","global_4",4,"individual"
"SYNID0100556970","global_3",3,"individual"
"SYNID0100557022","global_4",4,"individual"
"SYNID0100557055","global_3",3,"individual"
"SYNID0100557230","global_3",3,"individual"
"SYNID0100557485","global_3",3,"individual"
"SYNID0100557533","global_3",3,"individual"
"SYNID0100558138","global_4",4,"individual"
"SYNID0100558221","global_3",3,"individual"
"SYNID0100558510","global_3",3,"individual"
"SYNID0100558570","global_4",4,"individual"
"SYNID0100558663","global_4",4,"individual"
"SYNID0100558688","global_4",4,"individual"
"SYNID0100558809","global_3",3,"individual"
"SYNID0100558864","global_3",3,"individual"
"SYNID0100558868","global_3",3,"individual"
"SYNID0100559013","global_4",4,"individual"
"SYNID0100559081","global_3",3,"individual"
"SYNID0100559108","global_3",3,"individual"
"SYNID0100559752","global_1",1,"individual"
"SYNID0100559776","global_1",1,"individual"
"SYNID0100560217","global_4",4,"individual"
"SYNID0100560371","global_3",3,"individual"
"SYNID0100560792","global_4",4,"individual"
"SYNID0100561060","global_1",1,"individual"
"SYNID0100561176","global_3",3,"individual"
"SYNID0100561460","global_3",3,"individual"
"SYNID0100561529","global_4",4,"individual"
"SYNID0100561895","global_3",3,"individual"
"SYNID0100562025","global_4",4,"individual"
"SYNID0100562085","global_4",4,"individual"
"SYNID0100562349","global_4",4,"individual"
"SYNID0100562476","global_4",4,"individual"
"SYNID0100562567","global_1",1,"individual"
"SYNID0100562742","global_4",4,"individual"
"SYNID0100562754","global_3",3,"individual"
"SYNID0100562872","global_3",3,"individual"
"SYNID0100563556","global_4",4,"individual"
"SYNID0100563852","global_4",4,"individual"
"SYNID0100564454","global_4",4,"individual"
"SYNID0100564558","global_4",4,"individual"
"SYNID0100565035","global_3",3,"individual"
"SYNID0100565191","global_3",3,"individual"
"SYNID0100565320","global_1",1,"individual"
"SYNID0100565432","global_4",4,"individual"
"SYNID0100565450","global_4",4,"individual"
"SYNID0100565465","global_4",4,"individual"
"SYNID0100565845","global_3",3,"individual"
"SYNID0100565872","global_3",3,"individual"
"SYNID0100565955","global_4",4,"individual"
"SYNID0100566082","global_1",1,"individual"
"SYNID0100566099","global_3",3,"individual"
"SYNID0100566136","global_3",3,"individual"
"SYNID0100566159","global_1",1,"individual"
"SYNID0100566240","global_4",4,"individual"
"SYNID0100566384","global_4",4,"individual"
"SYNID0100566690","global_3",3,"individual"
"SYNID0100566901","global_4",4,"individual"
"SYNID0100566958","global_1",1,"individual"
"SYNID0100567095","global_4",4,"individual"
"SYNID0100567232","global_3",3,"individual"
"SYNID0100567273","global_1",1,"individual"
"SYNID0100567403","global_4",4,"individual"
"SYNID0100567501","global_4",4,"individual"
"SYNID0100567583","global_4",4,"individual"
"SYNID0100567838","global_4",4,"individual"
"SYNID0100568000","global_1",1,"individual"
"SYNID0100568075","global_4",4,"individual"
"SYNID0100568423","global_3",3,"individual"
"SYNID0100568619","global_4",4,"individual"
"SYNID0100568921","global_4",4,"individual"
"SYNID0100568924","global_4",4,"individual"
"SYNID0100569182","global_4",4,"individual"
"SYNID0100569251","global_4",4,"individual"
"SYNID0100569485","global_4",4,"individual"
"SYNID0100569635","global_4",4,"individual"
"SYNID0100569720","global_3",3,"individual"
"SYNID0100569764","global_4",4,"individual"
"SYNID0100569830","global_3",3,"individual"
"SYNID0100570024","global_3",3,"individual"
"SYNID0100570114","global_3",3,"individual"
"SYNID0100570205","global_3",3,"individual"
"SYNID0100570429","global_3",3,"individual"
"SYNID0100570822","global_4",4,"individual"
"SYNID0100570836","global_4",4,"individual"
"SYNID0100570950","global_3",3,"individual"
"SYNID0100570980","global_4",4,"individual"
"SYNID0100571088","global_4",4,"individual"
"SYNID0100571481","global_3",3,"individual"
"SYNID0100571496","global_3",3,"individual"
"SYNID0100571564","global_4",4,"individual"
"SYNID0100572103","global_1",1,"individual"
"SYNID0100572488","global_4",4,"individual"
"SYNID0100572614","global_3",3,"individual"
"SYNID0100572657","global_4",4,"individual"
"SYNID0100572786","global_3",3,"individual"
"SYNID0100572953","global_4",4,"individual"
"SYNID0100572961","global_4",4,"individual"
"SYNID0100572967","global_4",4,"individual"
"SYNID0100573088","global_4",4,"individual"
"SYNID0100573091","global_4",4,"individual"
"SYNID0100573289","global_4",4,"individual"
"SYNID0100573531","global_4",4,"individual"
"SYNID0100573583","global_4",4,"individual"
"SYNID0100573808","global_3",3,"individual"
"SYNID0100573825","global_4",4,"individual"
"SYNID0100573853","global_4",4,"individual"
"SYNID0100574273","global_4",4,"individual"
"SYNID0100574406","global_1",1,"individual"
"SYNID0100574631","global_4",4,"individual"
"SYNID0100574640","global_4",4,"individual"
"SYNID0100574753","global_4",4,"individual"
"SYNID0100574821","global_1",1,"individual"
"SYNID0100574867","global_4",4,"individual"
"SYNID0100575025","global_3",3,"individual"
"SYNID0100575260","global_4",4,"individual"
"SYNID0100575445","global_4",4,"individual"
"SYNID0100575745","global_4",4,"individual"
"SYNID0100576000","global_3",3,"individual"
"SYNID0100576054","global_4",4,"individual"
"SYNID0100576059","global_4",4,"individual"
"SYNID0100576218","global_4",4,"individual"
"SYNID0100576289","global_3",3,"individual"
"SYNID0100576632","global_4",4,"individual"
"SYNID0100576789","global_3",3,"individual"
"SYNID0100576802","global_4",4,"individual"
"SYNID0100576971","global_3",3,"individual"
"SYNID0100577012","global_3",3,"individual"
"SYNID0100577093","global_4",4,"individual"
"SYNID0100577436","global_3",3,"individual"
"SYNID0100578285","global_3",3,"individual"
"SYNID0100578534","global_4",4,"individual"
"SYNID0100578720","global_4",4,"individual"
"SYNID0100578967","global_4",4,"individual"
"SYNID0100579128","global_1",1,"individual"
"SYNID0100579324","global_4",4,"individual"
"SYNID0100579426","global_1",1,"individual"
"SYNID0100579462","global_1",1,"individual"
"SYNID0100579477","global_4",4,"individual"
"SYNID0100579516","global_4",4,"individual"
"SYNID0100579815","global_3",3,"individual"
"SYNID0100579866","global_4",4,"individual"
"SYNID0100580079","global_3",3,"individual"
"SYNID0100580610","global_4",4,"individual"
"SYNID0100581279","global_4",4,"individual"
"SYNID0100581283","global_4",4,"individual"
"SYNID0100581407","global_4",4,"individual"
"SYNID0100581456","global_3",3,"individual"
"SYNID0100581669","global_4",4,"individual"
"SYNID0100582461","global_4",4,"individual"
"SYNID0100582842","global_3",3,"individual"
"SYNID0100583186","global_3",3,"individual"
"SYNID0100583276","global_3",3,"individual"
"SYNID0100583281","global_4",4,"individual"
"SYNID0100583313","global_4",4,"individual"
"SYNID0100583415","global_4",4,"individual"
"SYNID0100583558","global_4",4,"individual"
"SYNID0100583657","global_4",4,"individual"
"SYNID0100583865","global_3",3,"individual"
"SYNID0100584217","global_3",3,"individual"
"SYNID0100584352","global_4",4,"individual"
"SYNID0100584593","global_3",3,"individual"
"SYNID0100584690","global_4",4,"individual"
"SYNID0100585079","global_3",3,"individual"
"SYNID0100585374","global_3",3,"individual"
"SYNID0100585517","global_3",3,"individual"
"SYNID0100585607","global_3",3,"individual"
"SYNID0100585626","global_3",3,"individual"
"SYNID0100585788","global_4",4,"individual"
"SYNID0100585850","global_4",4,"individual"
"SYNID0100585875","global_3",3,"individual"
"SYNID0100585970","global_4",4,"individual"
"SYNID0100586043","global_4",4,"individual"
"SYNID0100586207","global_4",4,"individual"
"SYNID0100586212","global_4",4,"individual"
"SYNID0100586857","global_4",4,"individual"
"SYNID0100587095","global_4",4,"individual"
"SYNID0100587318","global_3",3,"individual"
"SYNID0100587578","global_3",3,"individual"
"SYNID0100587796","global_4",4,"individual"
"SYNID0100588042","global_1",1,"individual"
"SYNID0100588296","global_4",4,"individual"
"SYNID0100588505","global_1",1,"individual"
"SYNID0100588868","global_4",4,"individual"
"SYNID0100589397","global_3",3,"individual"
"SYNID0100589430","global_4",4,"individual"
"SYNID0100589465","global_4",4,"individual"
"SYNID0100589585","global_1",1,"individual"
"SYNID0100589630","global_3",3,"individual"
"SYNID0100589854","global_4",4,"individual"
"SYNID0100589884","global_4",4,"individual"
"SYNID0100590149","global_1",1,"individual"
"SYNID0100590162","global_4",4,"individual"
"SYNID0100590395","global_3",3,"individual"
"SYNID0100590592","global_4",4,"individual"
"SYNID0100591142","global_4",4,"individual"
"SYNID0100591295","global_4",4,"individual"
"SYNID0100591312","global_4",4,"individual"
"SYNID0100591372","global_3",3,"individual"
"SYNID0100591668","global_4",4,"individual"
"SYNID0100591810","global_4",4,"individual"
"SYNID0100591817","global_3",3,"individual"
"SYNID0100591906","global_3",3,"individual"
"SYNID0100592205","global_3",3,"individual"
"SYNID0100592342","global_4",4,"individual"
"SYNID0100592396","global_4",4,"individual"
"SYNID0100592446","global_3",3,"individual"
"SYNID0100592580","global_4",4,"individual"
"SYNID0100592862","global_3",3,"individual"
"SYNID0100593014","global_1",1,"individual"
"SYNID0100593359","global_4",4,"individual"
"SYNID0100593438","global_3",3,"individual"
"SYNID0100594111","global_3",3,"individual"
"SYNID0100594226","global_3",3,"individual"
"SYNID0100594289","global_4",4,"individual"
"SYNID0100594374","global_1",1,"individual"
"SYNID0100594497","global_4",4,"individual"
"SYNID0100594737","global_3",3,"individual"
"SYNID0100595037","global_1",1,"individual"
"SYNID0100595110","global_3",3,"individual"
"SYNID0100595111","global_4",4,"individual"
"SYNID0100595646","global_3",3,"individual"
"SYNID0100596010","global_4",4,"individual"
"SYNID0100596029","global_4",4,"individual"
"SYNID0100596031","global_4",4,"individual"
"SYNID0100596122","global_3",3,"individual"
"SYNID0100596259","global_3",3,"individual"
"SYNID0100596833","global_3",3,"individual"
"SYNID0100596959","global_3",3,"individual"
"SYNID0100596992","global_1",1,"individual"
"SYNID0100597049","global_3",3,"individual"
"SYNID0100597106","global_4",4,"individual"
"SYNID0100597290","global_3",3,"individual"
"SYNID0100597370","global_3",3,"individual"
"SYNID0100597623","global_4",4,"individual"
"SYNID0100597983","global_1",1,"individual"
"SYNID0100597999","global_3",3,"individual"
"SYNID0100598028","global_3",3,"individual"
"SYNID0100598171","global_3",3,"individual"
"SYNID0100598175","global_3",3,"individual"
"SYNID0100598285","global_4",4,"individual"
"SYNID0100598513","global_1",1,"individual"
"SYNID0100598580","global_4",4,"individual"
"SYNID0100598801","global_3",3,"individual"
"SYNID0100598827","global_4",4,"individual"
"SYNID0100598836","global_4",4,"individual"
"SYNID0100599269","global_4",4,"individual"
"SYNID0100599930","global_4",4,"individual"
"SYNID0100599985","global_4",4,"individual"
"SYNID0100600000","global_3",3,"individual"
"SYNID0100600017","global_1",1,"individual"
"SYNID0100600569","global_4",4,"individual"
"SYNID0100600646","global_4",4,"individual"
"SYNID0100600801","global_3",3,"individual"
"SYNID0100601190","global_3",3,"individual"
"SYNID0100601360","global_3",3,"individual"
"SYNID0100601387","global_3",3,"individual"
"SYNID0100602066","global_3",3,"individual"
"SYNID0100602282","global_4",4,"individual"
"SYNID0100602371","global_1",1,"individual"
"SYNID0100602566","global_3",3,"individual"
"SYNID0100602670","global_3",3,"individual"
"SYNID0100603025","global_4",4,"individual"
"SYNID0100603046","global_1",1,"individual"
"SYNID0100603244","global_4",4,"individual"
"SYNID0100603499","global_4",4,"individual"
"SYNID0100603962","global_4",4,"individual"
"SYNID0100604194","global_4",4,"individual"
"SYNID0100604314","global_4",4,"individual"
"SYNID0100604662","global_3",3,"individual"
"SYNID0100604682","global_4",4,"individual"
"SYNID0100604865","global_4",4,"individual"
"SYNID0100604972","global_4",4,"individual"
"SYNID0100605258","global_1",1,"individual"
"SYNID0100605889","global_3",3,"individual"
"SYNID0100606087","global_4",4,"individual"
"SYNID0100606209","global_3",3,"individual"
"SYNID0100606429","global_4",4,"individual"
"SYNID0100606578","global_3",3,"individual"
"SYNID0100607129","global_4",4,"individual"
"SYNID0100607222","global_1",1,"individual"
"SYNID0100607679","global_3",3,"individual"
"SYNID0100608200","global_3",3,"individual"
"SYNID0100608520","global_1",1,"individual"
"SYNID0100608626","global_3",3,"individual"
"SYNID0100608702","global_4",4,"individual"
"SYNID0100608721","global_4",4,"individual"
"SYNID0100608913","global_3",3,"individual"
"SYNID0100609301","global_4",4,"individual"
"SYNID0100609512","global_3",3,"individual"
"SYNID0100609748","global_4",4,"individual"
"SYNID0100610172","global_4",4,"individual"
"SYNID0100610213","global_4",4,"individual"
"SYNID0100610409","global_4",4,"individual"
"SYNID0100610573","global_4",4,"individual"
"SYNID0100610741","global_4",4,"individual"
"SYNID0100610943","global_3",3,"individual"
"SYNID0100611104","global_3",3,"individual"
"SYNID0100611235","global_1",1,"individual"
"SYNID0100611414","global_4",4,"individual"
"SYNID0100611450","global_3",3,"individual"
"SYNID0100611602","global_1",1,"individual"
"SYNID0100611631","global_3",3,"individual"
"SYNID0100611668","global_4",4,"individual"
"SYNID0100612168","global_1",1,"individual"
"SYNID0100612339","global_3",3,"individual"
"SYNID0100612490","global_4",4,"individual"
"SYNID0100612653","global_3",3,"individual"
"SYNID0100612759","global_4",4,"individual"
"SYNID0100612934","global_3",3,"individual"
"SYNID0100613148","global_3",3,"individual"
"SYNID0100613283","global_3",3,"individual"
"SYNID0100614474","global_4",4,"individual"
"SYNID0100614638","global_3",3,"individual"
"SYNID0100614765","global_3",3,"individual"
"SYNID0100614848","global_4",4,"individual"
"SYNID0100614900","global_3",3,"individual"
"SYNID0100614958","global_3",3,"individual"
"SYNID0100615363","global_4",4,"individual"
"SYNID0100615408","global_4",4,"individual"
"SYNID0100615535","global_4",4,"individual"
"SYNID0100615627","global_3",3,"individual"
"SYNID0100615657","global_3",3,"individual"
"SYNID0100615751","global_3",3,"individual"
"SYNID0100615891","global_4",4,"individual"
"SYNID0100616124","global_3",3,"individual"
"SYNID0100616395","global_4",4,"individual"
"SYNID0100616546","global_4",4,"individual"
"SYNID0100616571","global_4",4,"individual"
"SYNID0100616573","global_3",3,"individual"
"SYNID0100617185","global_4",4,"individual"
"SYNID0100617487","global_4",4,"individual"
"SYNID0100617803","global_4",4,"individual"
"SYNID0100617917","global_3",3,"individual"
"SYNID0100618467","global_4",4,"individual"
"SYNID0100618587","global_3",3,"individual"
"SYNID0100618877","global_4",4,"individual"
"SYNID0100618999","global_4",4,"individual"
"SYNID0100619066","global_3",3,"individual"
"SYNID0100619179","global_4",4,"individual"
"SYNID0100619376","global_3",3,"individual"
"SYNID0100619891","global_3",3,"individual"
"SYNID0100620004","global_4",4,"individual"
"SYNID0100620500","global_3",3,"individual"
"SYNID0100620872","global_1",1,"individual"
"SYNID0100620946","global_3",3,"individual"
"SYNID0100621016","global_3",3,"individual"
"SYNID0100621046","global_1",1,"individual"
"SYNID0100621430","global_4",4,"individual"
"SYNID0100621564","global_3",3,"individual"
"SYNID0100621565","global_3",3,"individual"
"SYNID0100622042","global_4",4,"individual"
"SYNID0100622051","global_4",4,"individual"
"SYNID0100622265","global_4",4,"individual"
"SYNID0100622294","global_3",3,"individual"
"SYNID0100622385","global_4",4,"individual"
"SYNID0100622683","global_4",4,"individual"
"SYNID0100622900","global_1",1,"individual"
"SYNID0100623167","global_4",4,"individual"
"SYNID0100623204","global_4",4,"individual"
"SYNID0100623363","global_4",4,"individual"
"SYNID0100623473","global_4",4,"individual"
"SYNID0100623510","global_4",4,"individual"
"SYNID0100623694","global_3",3,"individual"
"SYNID0100624214","global_4",4,"individual"
"SYNID0100624222","global_3",3,"individual"
"SYNID0100624294","global_4",4,"individual"
"SYNID0100624311","global_3",3,"individual"
"SYNID0100624663","global_3",3,"individual"
"SYNID0100624893","global_4",4,"individual"
"SYNID0100625075","global_4",4,"individual"
"SYNID0100625285","global_4",4,"individual"
"SYNID0100625482","global_4",4,"individual"
"SYNID0100625603","global_3",3,"individual"
"SYNID0100625622","global_3",3,"individual"
"SYNID0100625623","global_4",4,"individual"
"SYNID0100625904","global_3",3,"individual"
"SYNID0100626067","global_1",1,"individual"
"SYNID0100626184","global_4",4,"individual"
"SYNID0100626279","global_3",3,"individual"
"SYNID0100626574","global_4",4,"individual"
"SYNID0100627090","global_4",4,"individual"
"SYNID0100627363","global_1",1,"individual"
"SYNID0100627536","global_4",4,"individual"
"SYNID0100627635","global_1",1,"individual"
"SYNID0100627928","global_3",3,"individual"
"SYNID0100628152","global_4",4,"individual"
"SYNID0100628212","global_4",4,"individual"
"SYNID0100628238","global_3",3,"individual"
"SYNID0100628432","global_4",4,"individual"
"SYNID0100628444","global_1",1,"individual"
"SYNID0100628507","global_4",4,"individual"
"SYNID0100629283","global_4",4,"individual"
"SYNID0100629289","global_4",4,"individual"
"SYNID0100629343","global_4",4,"individual"
"SYNID0100629708","global_4",4,"individual"
"SYNID0100629852","global_4",4,"individual"
"SYNID0100630231","global_3",3,"individual"
"SYNID0100630232","global_1",1,"individual"
"SYNID0100630501","global_3",3,"individual"
"SYNID0100630789","global_4",4,"individual"
"SYNID0100631041","global_1",1,"individual"
"SYNID0100631222","global_3",3,"individual"
"SYNID0100631298","global_1",1,"individual"
"SYNID0100631356","global_3",3,"individual"
"SYNID0100631444","global_4",4,"individual"
"SYNID0100631519","global_3",3,"individual"
"SYNID0100631746","global_3",3,"individual"
"SYNID0100632220","global_4",4,"individual"
"SYNID0100632364","global_4",4,"individual"
"SYNID0100632760","global_4",4,"individual"
"SYNID0100632769","global_4",4,"individual"
"SYNID0100633344","global_4",4,"individual"
"SYNID0100633363","global_3",3,"individual"
"SYNID0100633469","global_4",4,"individual"
"SYNID0100633626","global_4",4,"individual"
"SYNID0100633693","global_4",4,"individual"
"SYNID0100633999","global_4",4,"individual"
"SYNID0100634044","global_4",4,"individual"
"SYNID0100634428","global_4",4,"individual"
"SYNID0100634697","global_4",4,"individual"
"SYNID0100634778","global_3",3,"individual"
"SYNID0100635147","global_4",4,"individual"
"SYNID0100635439","global_4",4,"individual"
"SYNID0100636089","global_4",4,"individual"
"SYNID0100636106","global_4",4,"individual"
"SYNID0100636232","global_4",4,"individual"
"SYNID0100636310","global_3",3,"individual"
"SYNID0100636541","global_4",4,"individual"
"SYNID0100636574","global_3",3,"individual"
"SYNID0100636969","global_3",3,"individual"
"SYNID0100637055","global_4",4,"individual"
"SYNID0100637106","global_4",4,"individual"
"SYNID0100637163","global_4",4,"individual"
"SYNID0100637346","global_4",4,"individual"
"SYNID0100637643","global_4",4,"individual"
"SYNID0100637788","global_4",4,"individual"
"SYNID0100638186","global_3",3,"individual"
"SYNID0100638391","global_3",3,"individual"
"SYNID0100638590","global_4",4,"individual"
"SYNID0100638916","global_4",4,"individual"
"SYNID0100639014","global_4",4,"individual"
"SYNID0100639985","global_4",4,"individual"
"SYNID0100640845","global_4",4,"individual"
"SYNID0100641106","global_3",3,"individual"
"SYNID0100641254","global_3",3,"individual"
"SYNID0100641270","global_3",3,"individual"
"SYNID0100641918","global_3",3,"individual"
"SYNID0100642152","global_4",4,"individual"
"SYNID0100642172","global_4",4,"individual"
"SYNID0100642499","global_4",4,"individual"
"SYNID0100642603","global_4",4,"individual"
"SYNID0100642772","global_4",4,"individual"
"SYNID0100642907","global_4",4,"individual"
"SYNID0100643018","global_3",3,"individual"
"SYNID0100643061","global_4",4,"individual"
"SYNID0100643146","global_4",4,"individual"
"SYNID0100643167","global_1",1,"individual"
"SYNID0100643215","global_4",4,"individual"
"SYNID0100643540","global_3",3,"individual"
"SYNID0100643625","global_4",4,"individual"
"SYNID0100643739","global_3",3,"individual"
"SYNID0100643855","global_4",4,"individual"
"SYNID0100643951","global_1",1,"individual"
"SYNID0100644335","global_4",4,"individual"
"SYNID0100644444","global_4",4,"individual"
"SYNID0100644562","global_4",4,"individual"
"SYNID0100644600","global_4",4,"individual"
"SYNID0100644682","global_3",3,"individual"
"SYNID0100644853","global_3",3,"individual"
"SYNID0100645348","global_3",3,"individual"
"SYNID0100645378","global_4",4,"individual"
"SYNID0100645415","global_4",4,"individual"
"SYNID0100645428","global_4",4,"individual"
"SYNID0100645629","global_4",4,"individual"
"SYNID0100646203","global_3",3,"individual"
"SYNID0100646482","global_3",3,"individual"
"SYNID0100646696","global_3",3,"individual"
"SYNID0100647219","global_3",3,"individual"
"SYNID0100647230","global_4",4,"individual"
"SYNID0100647299","global_3",3,"individual"
"SYNID0100647486","global_3",3,"individual"
"SYNID0100647645","global_4",4,"individual"
"SYNID0100647650","global_4",4,"individual"
"SYNID0100647700","global_3",3,"individual"
"SYNID0100647790","global_1",1,"individual"
"SYNID0100648242","global_4",4,"individual"
"SYNID0100648305","global_3",3,"individual"
"SYNID0100648515","global_3",3,"individual"
"SYNID0100648922","global_3",3,"individual"
"SYNID0100649030","global_4",4,"individual"
"SYNID0100649045","global_4",4,"individual"
"SYNID0100649083","global_3",3,"individual"
"SYNID0100649161","global_4",4,"individual"
"SYNID0100649211","global_4",4,"individual"
"SYNID0100649744","global_4",4,"individual"
"SYNID0100649903","global_4",4,"individual"
"SYNID0100650052","global_4",4,"individual"
"SYNID0100650268","global_4",4,"individual"
"SYNID0100650444","global_1",1,"individual"
"SYNID0100650527","global_4",4,"individual"
"SYNID0100650679","global_4",4,"individual"
"SYNID0100651332","global_4",4,"individual"
"SYNID0100651447","global_3",3,"individual"
"SYNID0100651710","global_4",4,"individual"
"SYNID0100651767","global_3",3,"individual"
"SYNID0100651857","global_4",4,"individual"
"SYNID0100652450","global_4",4,"individual"
"SYNID0100652514","global_4",4,"individual"
"SYNID0100653016","global_3",3,"individual"
"SYNID0100653079","global_4",4,"individual"
"SYNID0100653204","global_4",4,"individual"
"SYNID0100653232","global_4",4,"individual"
"SYNID0100653322","global_4",4,"individual"
"SYNID0100653743","global_4",4,"individual"
"SYNID0100653840","global_4",4,"individual"
"SYNID0100653885","global_3",3,"individual"
"SYNID0100654343","global_3",3,"individual"
"SYNID0100654489","global_4",4,"individual"
"SYNID0100654708","global_4",4,"individual"
"SYNID0100654978","global_3",3,"individual"
"SYNID0100655079","global_4",4,"individual"
"SYNID0100655395","global_3",3,"individual"
"SYNID0100655536","global_4",4,"individual"
"SYNID0100655589","global_3",3,"individual"
"SYNID0100655798","global_1",1,"individual"
"SYNID0100655804","global_4",4,"individual"
"SYNID0100655852","global_4",4,"individual"
"SYNID0100656020","global_3",3,"individual"
"SYNID0100656260","global_4",4,"individual"
"SYNID0100656270","global_3",3,"individual"
"SYNID0100656340","global_4",4,"individual"
"SYNID0100656386","global_1",1,"individual"
"SYNID0100656527","global_4",4,"individual"
"SYNID0100656675","global_3",3,"individual"
"SYNID0100657117","global_4",4,"individual"
"SYNID0100657368","global_4",4,"individual"
"SYNID0100657833","global_3",3,"individual"
"SYNID0100657855","global_3",3,"individual"
"SYNID0100658006","global_3",3,"individual"
"SYNID0100658227","global_3",3,"individual"
"SYNID0100658262","global_4",4,"individual"
"SYNID0100658293","global_4",4,"individual"
"SYNID0100658371","global_4",4,"individual"
"SYNID0100658488","global_4",4,"individual"
"SYNID0100658542","global_4",4,"individual"
"SYNID0100658606","global_4",4,"individual"
"SYNID0100658678","global_4",4,"individual"
"SYNID0100658875","global_4",4,"individual"
"SYNID0100658936","global_4",4,"individual"
"SYNID0100659143","global_3",3,"individual"
"SYNID0100659242","global_4",4,"individual"
"SYNID0100659369","global_1",1,"individual"
"SYNID0100659381","global_4",4,"individual"
"SYNID0100659466","global_3",3,"individual"
"SYNID0100659590","global_4",4,"individual"
"SYNID0100659630","global_4",4,"individual"
"SYNID0100659701","global_4",4,"individual"
"SYNID0100659943","global_3",3,"individual"
"SYNID0100660159","global_3",3,"individual"
"SYNID0100660260","global_3",3,"individual"
"SYNID0100660434","global_3",3,"individual"
"SYNID0100660748","global_4",4,"individual"
"SYNID0100660857","global_4",4,"individual"
"SYNID0100660866","global_3",3,"individual"
"SYNID0100660959","global_3",3,"individual"
"SYNID0100661419","global_3",3,"individual"
"SYNID0100661773","global_4",4,"individual"
"SYNID0100661794","global_4",4,"individual"
"SYNID0100661801","global_3",3,"individual"
"SYNID0100661943","global_4",4,"individual"
"SYNID0100662174","global_4",4,"individual"
"SYNID0100662190","global_4",4,"individual"
"SYNID0100662255","global_3",3,"individual"
"SYNID0100662350","global_4",4,"individual"
"SYNID0100662525","global_1",1,"individual"
"SYNID0100662674","global_3",3,"individual"
"SYNID0100662700","global_4",4,"individual"
"SYNID0100662745","global_4",4,"individual"
"SYNID0100662953","global_3",3,"individual"
"SYNID0100662970","global_4",4,"individual"
"SYNID0100663159","global_1",1,"individual"
"SYNID0100663184","global_4",4,"individual"
"SYNID0100663573","global_3",3,"individual"
"SYNID0100663614","global_4",4,"individual"
"SYNID0100663716","global_4",4,"individual"
"SYNID0100663769","global_4",4,"individual"
"SYNID0100663787","global_3",3,"individual"
"SYNID0100663822","global_4",4,"individual"
"SYNID0100664363","global_4",4,"individual"
"SYNID0100664566","global_4",4,"individual"
"SYNID0100664688","global_4",4,"individual"
"SYNID0100664804","global_3",3,"individual"
"SYNID0100664897","global_3",3,"individual"
"SYNID0100665091","global_4",4,"individual"
"SYNID0100665245","global_3",3,"individual"
"SYNID0100665307","global_3",3,"individual"
"SYNID0100665335","global_3",3,"individual"
"SYNID0100665382","global_4",4,"individual"
"SYNID0100665486","global_4",4,"individual"
"SYNID0100665553","global_4",4,"individual"
"SYNID0100666080","global_3",3,"individual"
"SYNID0100666400","global_4",4,"individual"
"SYNID0100667077","global_4",4,"individual"
"SYNID0100667270","global_4",4,"individual"
"SYNID0100667545","global_3",3,"individual"
"SYNID0100667706","global_1",1,"individual"
"SYNID0100667883","global_4",4,"individual"
"SYNID0100667937","global_4",4,"individual"
"SYNID0100667998","global_4",4,"individual"
"SYNID0100668094","global_4",4,"individual"
"SYNID0100668308","global_3",3,"individual"
"SYNID0100668530","global_3",3,"individual"
"SYNID0100668550","global_4",4,"individual"
"SYNID0100668568","global_4",4,"individual"
"SYNID0100668824","global_4",4,"individual"
"SYNID0100668883","global_4",4,"individual"
"SYNID0100668934","global_3",3,"individual"
"SYNID0100669276","global_4",4,"individual"
"SYNID0100669354","global_4",4,"individual"
