"customer_id","cluster_num","cluster_raw","kyc_type","dominant_kyc_type","cross_behavior_flag"
"SYNID0100897120",4,"global_4","individual","individual",FALSE
"SYNID0100897168",4,"global_4","individual","individual",FALSE
"SYNID0100897616",4,"global_4","individual","individual",FALSE
"SYNID0100897688",3,"global_3","individual","individual",FALSE
"SYNID0100897864",3,"global_3","individual","individual",FALSE
"SYNID0100897878",3,"global_3","individual","individual",FALSE
"SYNID0100897946",4,"global_4","individual","individual",FALSE
"SYNID0100897989",4,"global_4","individual","individual",FALSE
"SYNID0100898031",1,"global_1","individual","individual",FALSE
"SYNID0100898141",3,"global_3","individual","individual",FALSE
"SYNID0100898261",4,"global_4","individual","individual",FALSE
"SYNID0100898348",4,"global_4","individual","individual",FALSE
"SYNID0100898369",3,"global_3","individual","individual",FALSE
"SYNID0100898515",3,"global_3","individual","individual",FALSE
"SYNID0100898659",4,"global_4","individual","individual",FALSE
"SYNID0100898774",3,"global_3","individual","individual",FALSE
"SYNID0100899266",3,"global_3","individual","individual",FALSE
"SYNID0100899412",3,"global_3","individual","individual",FALSE
"SYNID0100899481",4,"global_4","individual","individual",FALSE
"SYNID0100899553",4,"global_4","individual","individual",FALSE
"SYNID0100899702",3,"global_3","individual","individual",FALSE
"SYNID0100900636",4,"global_4","individual","individual",FALSE
"SYNID0100900732",1,"global_1","individual","individual",FALSE
"SYNID0100901065",3,"global_3","individual","individual",FALSE
"SYNID0100901314",4,"global_4","individual","individual",FALSE
"SYNID0100901454",3,"global_3","individual","individual",FALSE
"SYNID0100901982",4,"global_4","individual","individual",FALSE
"SYNID0100902008",4,"global_4","individual","individual",FALSE
"SYNID0100902111",4,"global_4","individual","individual",FALSE
"SYNID0100902118",1,"global_1","individual","individual",FALSE
"SYNID0100902197",4,"global_4","individual","individual",FALSE
"SYNID0100902700",3,"global_3","individual","individual",FALSE
"SYNID0100902842",4,"global_4","individual","individual",FALSE
"SYNID0100903410",3,"global_3","individual","individual",FALSE
"SYNID0100903412",3,"global_3","individual","individual",FALSE
"SYNID0100903878",1,"global_1","individual","individual",FALSE
"SYNID0100904414",4,"global_4","individual","individual",FALSE
"SYNID0100904504",3,"global_3","individual","individual",FALSE
"SYNID0100904553",4,"global_4","individual","individual",FALSE
"SYNID0100904704",3,"global_3","individual","individual",FALSE
"SYNID0100905034",4,"global_4","individual","individual",FALSE
"SYNID0100905200",3,"global_3","individual","individual",FALSE
"SYNID0100905255",1,"global_1","individual","individual",FALSE
"SYNID0100905615",4,"global_4","individual","individual",FALSE
"SYNID0100905727",3,"global_3","individual","individual",FALSE
"SYNID0100905998",4,"global_4","individual","individual",FALSE
"SYNID0100906072",4,"global_4","individual","individual",FALSE
"SYNID0100906484",4,"global_4","individual","individual",FALSE
"SYNID0100906564",4,"global_4","individual","individual",FALSE
"SYNID0100907042",4,"global_4","individual","individual",FALSE
"SYNID0100907046",3,"global_3","individual","individual",FALSE
"SYNID0100907155",1,"global_1","individual","individual",FALSE
"SYNID0100907480",3,"global_3","individual","individual",FALSE
"SYNID0100907584",3,"global_3","individual","individual",FALSE
"SYNID0100907731",3,"global_3","individual","individual",FALSE
"SYNID0100907875",4,"global_4","individual","individual",FALSE
"SYNID0100907917",3,"global_3","individual","individual",FALSE
"SYNID0100908047",4,"global_4","individual","individual",FALSE
"SYNID0100908265",3,"global_3","individual","individual",FALSE
"SYNID0100908431",4,"global_4","individual","individual",FALSE
"SYNID0100908853",3,"global_3","individual","individual",FALSE
"SYNID0100908855",1,"global_1","individual","individual",FALSE
"SYNID0100908886",3,"global_3","individual","individual",FALSE
"SYNID0100909738",4,"global_4","individual","individual",FALSE
"SYNID0100909796",3,"global_3","individual","individual",FALSE
"SYNID0100909812",4,"global_4","individual","individual",FALSE
"SYNID0100909992",1,"global_1","individual","individual",FALSE
"SYNID0100910236",3,"global_3","individual","individual",FALSE
"SYNID0100910481",4,"global_4","individual","individual",FALSE
"SYNID0100910504",3,"global_3","individual","individual",FALSE
"SYNID0100910596",3,"global_3","individual","individual",FALSE
"SYNID0100910695",4,"global_4","individual","individual",FALSE
"SYNID0100910898",3,"global_3","individual","individual",FALSE
"SYNID0100911134",4,"global_4","individual","individual",FALSE
"SYNID0100911863",4,"global_4","individual","individual",FALSE
"SYNID0100911873",3,"global_3","individual","individual",FALSE
"SYNID0100912523",4,"global_4","individual","individual",FALSE
"SYNID0100912653",4,"global_4","individual","individual",FALSE
"SYNID0100912726",4,"global_4","individual","individual",FALSE
"SYNID0100912827",4,"global_4","individual","individual",FALSE
"SYNID0100912833",4,"global_4","individual","individual",FALSE
"SYNID0100913009",3,"global_3","individual","individual",FALSE
"SYNID0100913073",4,"global_4","individual","individual",FALSE
"SYNID0100913335",4,"global_4","individual","individual",FALSE
"SYNID0100913397",3,"global_3","individual","individual",FALSE
"SYNID0100913538",1,"global_1","individual","individual",FALSE
"SYNID0100913636",3,"global_3","individual","individual",FALSE
"SYNID0100914015",4,"global_4","individual","individual",FALSE
"SYNID0100914017",4,"global_4","individual","individual",FALSE
"SYNID0100914035",3,"global_3","individual","individual",FALSE
"SYNID0100914048",4,"global_4","individual","individual",FALSE
"SYNID0100914051",3,"global_3","individual","individual",FALSE
"SYNID0100914981",3,"global_3","individual","individual",FALSE
"SYNID0100915278",3,"global_3","individual","individual",FALSE
"SYNID0100915895",3,"global_3","individual","individual",FALSE
"SYNID0100916236",4,"global_4","individual","individual",FALSE
"SYNID0100916380",4,"global_4","individual","individual",FALSE
"SYNID0100916558",4,"global_4","individual","individual",FALSE
"SYNID0100916918",3,"global_3","individual","individual",FALSE
"SYNID0100917043",4,"global_4","individual","individual",FALSE
"SYNID0100917116",3,"global_3","individual","individual",FALSE
"SYNID0100917159",4,"global_4","individual","individual",FALSE
"SYNID0100917520",1,"global_1","individual","individual",FALSE
"SYNID0100917638",4,"global_4","individual","individual",FALSE
"SYNID0100917752",4,"global_4","individual","individual",FALSE
"SYNID0100917974",4,"global_4","individual","individual",FALSE
"SYNID0100918006",1,"global_1","individual","individual",FALSE
"SYNID0100918044",4,"global_4","individual","individual",FALSE
"SYNID0100918117",4,"global_4","individual","individual",FALSE
"SYNID0100918433",4,"global_4","individual","individual",FALSE
"SYNID0100918661",1,"global_1","individual","individual",FALSE
"SYNID0100918699",4,"global_4","individual","individual",FALSE
"SYNID0100919047",1,"global_1","individual","individual",FALSE
"SYNID0100919193",4,"global_4","individual","individual",FALSE
"SYNID0100919386",4,"global_4","individual","individual",FALSE
"SYNID0100919463",4,"global_4","individual","individual",FALSE
"SYNID0100919494",4,"global_4","individual","individual",FALSE
"SYNID0100920411",4,"global_4","individual","individual",FALSE
"SYNID0100920646",3,"global_3","individual","individual",FALSE
"SYNID0100921156",1,"global_1","individual","individual",FALSE
"SYNID0100921225",4,"global_4","individual","individual",FALSE
"SYNID0100921776",3,"global_3","individual","individual",FALSE
"SYNID0100921799",1,"global_1","individual","individual",FALSE
"SYNID0100921847",3,"global_3","individual","individual",FALSE
"SYNID0100922147",4,"global_4","individual","individual",FALSE
"SYNID0100922514",3,"global_3","individual","individual",FALSE
"SYNID0100922736",3,"global_3","individual","individual",FALSE
"SYNID0100923028",4,"global_4","individual","individual",FALSE
"SYNID0100923254",4,"global_4","individual","individual",FALSE
"SYNID0100923749",3,"global_3","individual","individual",FALSE
"SYNID0100924056",3,"global_3","individual","individual",FALSE
"SYNID0100924085",3,"global_3","individual","individual",FALSE
"SYNID0100924299",3,"global_3","individual","individual",FALSE
"SYNID0100924322",4,"global_4","individual","individual",FALSE
"SYNID0100924392",4,"global_4","individual","individual",FALSE
"SYNID0100924568",4,"global_4","individual","individual",FALSE
"SYNID0100924645",3,"global_3","individual","individual",FALSE
"SYNID0100924742",3,"global_3","individual","individual",FALSE
"SYNID0100924813",4,"global_4","individual","individual",FALSE
"SYNID0100924888",4,"global_4","individual","individual",FALSE
"SYNID0100924920",4,"global_4","individual","individual",FALSE
"SYNID0100925078",4,"global_4","individual","individual",FALSE
"SYNID0100925164",3,"global_3","individual","individual",FALSE
"SYNID0100925210",3,"global_3","individual","individual",FALSE
"SYNID0100925275",4,"global_4","individual","individual",FALSE
"SYNID0100925423",4,"global_4","individual","individual",FALSE
"SYNID0100925451",3,"global_3","individual","individual",FALSE
"SYNID0100925771",3,"global_3","individual","individual",FALSE
"SYNID0100925852",4,"global_4","individual","individual",FALSE
"SYNID0100926008",4,"global_4","individual","individual",FALSE
"SYNID0100926140",4,"global_4","individual","individual",FALSE
"SYNID0100926299",4,"global_4","individual","individual",FALSE
"SYNID0100926407",3,"global_3","individual","individual",FALSE
"SYNID0100926950",3,"global_3","individual","individual",FALSE
"SYNID0100927015",3,"global_3","individual","individual",FALSE
"SYNID0100927439",4,"global_4","individual","individual",FALSE
"SYNID0100927738",1,"global_1","individual","individual",FALSE
"SYNID0100928097",1,"global_1","individual","individual",FALSE
"SYNID0100928104",3,"global_3","individual","individual",FALSE
"SYNID0100928394",4,"global_4","individual","individual",FALSE
"SYNID0100928422",3,"global_3","individual","individual",FALSE
"SYNID0100928469",4,"global_4","individual","individual",FALSE
"SYNID0100928628",4,"global_4","individual","individual",FALSE
"SYNID0100928737",3,"global_3","individual","individual",FALSE
"SYNID0100928746",3,"global_3","individual","individual",FALSE
"SYNID0100928973",4,"global_4","individual","individual",FALSE
"SYNID0100929328",4,"global_4","individual","individual",FALSE
"SYNID0100929755",4,"global_4","individual","individual",FALSE
"SYNID0100929888",4,"global_4","individual","individual",FALSE
"SYNID0100930021",4,"global_4","individual","individual",FALSE
"SYNID0100930129",3,"global_3","individual","individual",FALSE
"SYNID0100930173",3,"global_3","individual","individual",FALSE
"SYNID0100930274",3,"global_3","individual","individual",FALSE
"SYNID0100930573",4,"global_4","individual","individual",FALSE
"SYNID0100930657",3,"global_3","individual","individual",FALSE
"SYNID0100930776",4,"global_4","individual","individual",FALSE
"SYNID0100930840",3,"global_3","individual","individual",FALSE
"SYNID0100930910",1,"global_1","individual","individual",FALSE
"SYNID0100931062",4,"global_4","individual","individual",FALSE
"SYNID0100931165",4,"global_4","individual","individual",FALSE
"SYNID0100931318",1,"global_1","individual","individual",FALSE
"SYNID0100931789",4,"global_4","individual","individual",FALSE
"SYNID0100931816",3,"global_3","individual","individual",FALSE
"SYNID0100931918",4,"global_4","individual","individual",FALSE
"SYNID0100932103",3,"global_3","individual","individual",FALSE
"SYNID0100932258",3,"global_3","individual","individual",FALSE
"SYNID0100932302",4,"global_4","individual","individual",FALSE
"SYNID0100932312",3,"global_3","individual","individual",FALSE
"SYNID0100932372",4,"global_4","individual","individual",FALSE
"SYNID0100932722",4,"global_4","individual","individual",FALSE
"SYNID0100933017",3,"global_3","individual","individual",FALSE
"SYNID0100933279",4,"global_4","individual","individual",FALSE
"SYNID0100933634",4,"global_4","individual","individual",FALSE
"SYNID0100933800",4,"global_4","individual","individual",FALSE
"SYNID0100933912",3,"global_3","individual","individual",FALSE
"SYNID0100933976",4,"global_4","individual","individual",FALSE
"SYNID0100934061",4,"global_4","individual","individual",FALSE
"SYNID0100934070",1,"global_1","individual","individual",FALSE
"SYNID0100934201",4,"global_4","individual","individual",FALSE
"SYNID0100934464",3,"global_3","individual","individual",FALSE
"SYNID0100934481",1,"global_1","individual","individual",FALSE
"SYNID0100934532",3,"global_3","individual","individual",FALSE
"SYNID0100934961",1,"global_1","individual","individual",FALSE
"SYNID0100934991",1,"global_1","individual","individual",FALSE
"SYNID0100935051",3,"global_3","individual","individual",FALSE
"SYNID0100935278",4,"global_4","individual","individual",FALSE
"SYNID0100935376",4,"global_4","individual","individual",FALSE
"SYNID0100935431",1,"global_1","individual","individual",FALSE
"SYNID0100935464",1,"global_1","individual","individual",FALSE
"SYNID0100935554",3,"global_3","individual","individual",FALSE
"SYNID0100936206",4,"global_4","individual","individual",FALSE
"SYNID0100936211",1,"global_1","individual","individual",FALSE
"SYNID0100936397",3,"global_3","individual","individual",FALSE
"SYNID0100936521",4,"global_4","individual","individual",FALSE
"SYNID0100936623",4,"global_4","individual","individual",FALSE
"SYNID0100936643",4,"global_4","individual","individual",FALSE
"SYNID0100936779",3,"global_3","individual","individual",FALSE
"SYNID0100936814",1,"global_1","individual","individual",FALSE
"SYNID0100936893",4,"global_4","individual","individual",FALSE
"SYNID0100937044",4,"global_4","individual","individual",FALSE
"SYNID0100937417",3,"global_3","individual","individual",FALSE
"SYNID0100937473",4,"global_4","individual","individual",FALSE
"SYNID0100937518",4,"global_4","individual","individual",FALSE
"SYNID0100937699",4,"global_4","individual","individual",FALSE
"SYNID0100937736",4,"global_4","individual","individual",FALSE
"SYNID0100938118",3,"global_3","individual","individual",FALSE
"SYNID0100939029",4,"global_4","individual","individual",FALSE
"SYNID0100939037",4,"global_4","individual","individual",FALSE
"SYNID0100939041",4,"global_4","individual","individual",FALSE
"SYNID0100939423",4,"global_4","individual","individual",FALSE
"SYNID0100939571",4,"global_4","individual","individual",FALSE
"SYNID0100940342",4,"global_4","individual","individual",FALSE
"SYNID0100940485",3,"global_3","individual","individual",FALSE
"SYNID0100940518",3,"global_3","individual","individual",FALSE
"SYNID0100940610",1,"global_1","individual","individual",FALSE
"SYNID0100940670",3,"global_3","individual","individual",FALSE
"SYNID0100940847",4,"global_4","individual","individual",FALSE
"SYNID0100940922",3,"global_3","individual","individual",FALSE
"SYNID0100940929",3,"global_3","individual","individual",FALSE
"SYNID0100940973",3,"global_3","individual","individual",FALSE
"SYNID0100941480",3,"global_3","individual","individual",FALSE
"SYNID0100941608",3,"global_3","individual","individual",FALSE
"SYNID0100941676",3,"global_3","individual","individual",FALSE
"SYNID0100942065",4,"global_4","individual","individual",FALSE
"SYNID0100942392",4,"global_4","individual","individual",FALSE
"SYNID0100942466",3,"global_3","individual","individual",FALSE
"SYNID0100942503",3,"global_3","individual","individual",FALSE
"SYNID0100942521",3,"global_3","individual","individual",FALSE
"SYNID0100942522",4,"global_4","individual","individual",FALSE
"SYNID0100942636",3,"global_3","individual","individual",FALSE
"SYNID0100942677",3,"global_3","individual","individual",FALSE
"SYNID0100942742",1,"global_1","individual","individual",FALSE
"SYNID0100943548",4,"global_4","individual","individual",FALSE
"SYNID0100943743",4,"global_4","individual","individual",FALSE
"SYNID0100943970",4,"global_4","individual","individual",FALSE
"SYNID0100944122",4,"global_4","individual","individual",FALSE
"SYNID0100944365",4,"global_4","individual","individual",FALSE
"SYNID0100944651",3,"global_3","individual","individual",FALSE
"SYNID0100944792",4,"global_4","individual","individual",FALSE
"SYNID0100944812",4,"global_4","individual","individual",FALSE
"SYNID0100944891",4,"global_4","individual","individual",FALSE
"SYNID0100944972",3,"global_3","individual","individual",FALSE
"SYNID0100945000",4,"global_4","individual","individual",FALSE
"SYNID0100945257",4,"global_4","individual","individual",FALSE
"SYNID0100945443",4,"global_4","individual","individual",FALSE
"SYNID0100945616",3,"global_3","individual","individual",FALSE
"SYNID0100945741",4,"global_4","individual","individual",FALSE
"SYNID0100945881",4,"global_4","individual","individual",FALSE
"SYNID0100945996",3,"global_3","individual","individual",FALSE
"SYNID0100946011",4,"global_4","individual","individual",FALSE
"SYNID0100946579",3,"global_3","individual","individual",FALSE
"SYNID0100946714",4,"global_4","individual","individual",FALSE
"SYNID0100947155",4,"global_4","individual","individual",FALSE
"SYNID0100947418",3,"global_3","individual","individual",FALSE
"SYNID0100947495",4,"global_4","individual","individual",FALSE
"SYNID0100947520",4,"global_4","individual","individual",FALSE
"SYNID0100947555",4,"global_4","individual","individual",FALSE
"SYNID0100947715",4,"global_4","individual","individual",FALSE
"SYNID0100947757",3,"global_3","individual","individual",FALSE
"SYNID0100948217",1,"global_1","individual","individual",FALSE
"SYNID0100948667",4,"global_4","individual","individual",FALSE
"SYNID0100948759",3,"global_3","individual","individual",FALSE
"SYNID0100949017",3,"global_3","individual","individual",FALSE
"SYNID0100949089",4,"global_4","individual","individual",FALSE
"SYNID0100949346",3,"global_3","individual","individual",FALSE
"SYNID0100949359",4,"global_4","individual","individual",FALSE
"SYNID0100949479",3,"global_3","individual","individual",FALSE
"SYNID0100949713",3,"global_3","individual","individual",FALSE
"SYNID0100949800",4,"global_4","individual","individual",FALSE
"SYNID0100949953",3,"global_3","individual","individual",FALSE
"SYNID0100950222",4,"global_4","individual","individual",FALSE
"SYNID0100951052",4,"global_4","individual","individual",FALSE
"SYNID0100951381",3,"global_3","individual","individual",FALSE
"SYNID0100951403",4,"global_4","individual","individual",FALSE
"SYNID0100951419",4,"global_4","individual","individual",FALSE
"SYNID0100951545",1,"global_1","individual","individual",FALSE
"SYNID0100951609",3,"global_3","individual","individual",FALSE
"SYNID0100951808",3,"global_3","individual","individual",FALSE
"SYNID0100952088",1,"global_1","individual","individual",FALSE
"SYNID0100952092",4,"global_4","individual","individual",FALSE
"SYNID0100952358",3,"global_3","individual","individual",FALSE
"SYNID0100952735",3,"global_3","individual","individual",FALSE
"SYNID0100952866",4,"global_4","individual","individual",FALSE
"SYNID0100952956",4,"global_4","individual","individual",FALSE
"SYNID0100953036",4,"global_4","individual","individual",FALSE
"SYNID0100953190",3,"global_3","individual","individual",FALSE
"SYNID0100953214",3,"global_3","individual","individual",FALSE
"SYNID0100953312",4,"global_4","individual","individual",FALSE
"SYNID0100953549",3,"global_3","individual","individual",FALSE
"SYNID0100953716",3,"global_3","individual","individual",FALSE
"SYNID0100954460",4,"global_4","individual","individual",FALSE
"SYNID0100954676",1,"global_1","individual","individual",FALSE
"SYNID0100954710",3,"global_3","individual","individual",FALSE
"SYNID0100954964",4,"global_4","individual","individual",FALSE
"SYNID0100955797",3,"global_3","individual","individual",FALSE
"SYNID0100955939",4,"global_4","individual","individual",FALSE
"SYNID0100956196",4,"global_4","individual","individual",FALSE
"SYNID0100956407",3,"global_3","individual","individual",FALSE
"SYNID0100956465",1,"global_1","individual","individual",FALSE
"SYNID0100956623",4,"global_4","individual","individual",FALSE
"SYNID0100957026",4,"global_4","individual","individual",FALSE
"SYNID0100957046",3,"global_3","individual","individual",FALSE
"SYNID0100957182",4,"global_4","individual","individual",FALSE
"SYNID0100957188",4,"global_4","individual","individual",FALSE
"SYNID0100957312",4,"global_4","individual","individual",FALSE
"SYNID0100957782",3,"global_3","individual","individual",FALSE
"SYNID0100957993",1,"global_1","individual","individual",FALSE
"SYNID0100958013",3,"global_3","individual","individual",FALSE
"SYNID0100958860",3,"global_3","individual","individual",FALSE
"SYNID0100958863",4,"global_4","individual","individual",FALSE
"SYNID0100959097",3,"global_3","individual","individual",FALSE
"SYNID0100959486",3,"global_3","individual","individual",FALSE
"SYNID0100960557",3,"global_3","individual","individual",FALSE
"SYNID0100960746",4,"global_4","individual","individual",FALSE
"SYNID0100960994",4,"global_4","individual","individual",FALSE
"SYNID0100961247",3,"global_3","individual","individual",FALSE
"SYNID0100961448",4,"global_4","individual","individual",FALSE
"SYNID0100961637",4,"global_4","individual","individual",FALSE
"SYNID0100961890",1,"global_1","individual","individual",FALSE
"SYNID0100962046",3,"global_3","individual","individual",FALSE
"SYNID0100962154",4,"global_4","individual","individual",FALSE
"SYNID0100962184",4,"global_4","individual","individual",FALSE
"SYNID0100962690",3,"global_3","individual","individual",FALSE
"SYNID0100963005",1,"global_1","individual","individual",FALSE
"SYNID0100963341",3,"global_3","individual","individual",FALSE
"SYNID0100963350",3,"global_3","individual","individual",FALSE
"SYNID0100963627",1,"global_1","individual","individual",FALSE
"SYNID0100963964",4,"global_4","individual","individual",FALSE
"SYNID0100964004",4,"global_4","individual","individual",FALSE
"SYNID0100965040",1,"global_1","individual","individual",FALSE
"SYNID0100965203",4,"global_4","individual","individual",FALSE
"SYNID0100965246",1,"global_1","individual","individual",FALSE
"SYNID0100965373",3,"global_3","individual","individual",FALSE
"SYNID0100965600",1,"global_1","individual","individual",FALSE
"SYNID0100965688",3,"global_3","individual","individual",FALSE
"SYNID0100965706",4,"global_4","individual","individual",FALSE
"SYNID0100965750",4,"global_4","individual","individual",FALSE
"SYNID0100965858",4,"global_4","individual","individual",FALSE
"SYNID0100965973",4,"global_4","individual","individual",FALSE
"SYNID0100966193",3,"global_3","individual","individual",FALSE
"SYNID0100966257",3,"global_3","individual","individual",FALSE
"SYNID0100966265",4,"global_4","individual","individual",FALSE
"SYNID0100966411",4,"global_4","individual","individual",FALSE
"SYNID0100966628",4,"global_4","individual","individual",FALSE
"SYNID0100966638",3,"global_3","individual","individual",FALSE
"SYNID0100966654",3,"global_3","individual","individual",FALSE
"SYNID0100966950",1,"global_1","individual","individual",FALSE
"SYNID0100967389",3,"global_3","individual","individual",FALSE
"SYNID0100967631",4,"global_4","individual","individual",FALSE
"SYNID0100967932",3,"global_3","individual","individual",FALSE
"SYNID0100967946",4,"global_4","individual","individual",FALSE
"SYNID0100968222",4,"global_4","individual","individual",FALSE
"SYNID0100968688",3,"global_3","individual","individual",FALSE
"SYNID0100968856",4,"global_4","individual","individual",FALSE
"SYNID0100968962",4,"global_4","individual","individual",FALSE
"SYNID0100969047",4,"global_4","individual","individual",FALSE
"SYNID0100969149",4,"global_4","individual","individual",FALSE
"SYNID0100969296",4,"global_4","individual","individual",FALSE
"SYNID0100969378",4,"global_4","individual","individual",FALSE
"SYNID0100969760",3,"global_3","individual","individual",FALSE
"SYNID0100969907",3,"global_3","individual","individual",FALSE
"SYNID0100969968",4,"global_4","individual","individual",FALSE
"SYNID0100970077",4,"global_4","individual","individual",FALSE
"SYNID0100970504",3,"global_3","individual","individual",FALSE
"SYNID0100970807",4,"global_4","individual","individual",FALSE
"SYNID0100970820",3,"global_3","individual","individual",FALSE
"SYNID0100971259",3,"global_3","individual","individual",FALSE
"SYNID0100971621",3,"global_3","individual","individual",FALSE
"SYNID0100971879",4,"global_4","individual","individual",FALSE
"SYNID0100972092",4,"global_4","individual","individual",FALSE
"SYNID0100972594",3,"global_3","individual","individual",FALSE
"SYNID0100972883",1,"global_1","individual","individual",FALSE
"SYNID0100973035",4,"global_4","individual","individual",FALSE
"SYNID0100973108",4,"global_4","individual","individual",FALSE
"SYNID0100973595",4,"global_4","individual","individual",FALSE
"SYNID0100974050",3,"global_3","individual","individual",FALSE
"SYNID0100974307",4,"global_4","individual","individual",FALSE
"SYNID0100974960",3,"global_3","individual","individual",FALSE
"SYNID0100975177",3,"global_3","individual","individual",FALSE
"SYNID0100975364",4,"global_4","individual","individual",FALSE
"SYNID0100975476",3,"global_3","individual","individual",FALSE
"SYNID0100975876",4,"global_4","individual","individual",FALSE
"SYNID0100976284",3,"global_3","individual","individual",FALSE
"SYNID0100976513",3,"global_3","individual","individual",FALSE
"SYNID0100976729",1,"global_1","individual","individual",FALSE
"SYNID0100976905",4,"global_4","individual","individual",FALSE
"SYNID0100976999",4,"global_4","individual","individual",FALSE
"SYNID0100977101",4,"global_4","individual","individual",FALSE
"SYNID0100977948",4,"global_4","individual","individual",FALSE
"SYNID0100977981",4,"global_4","individual","individual",FALSE
"SYNID0100978010",4,"global_4","individual","individual",FALSE
"SYNID0100978219",1,"global_1","individual","individual",FALSE
"SYNID0100978712",4,"global_4","individual","individual",FALSE
"SYNID0100978918",3,"global_3","individual","individual",FALSE
"SYNID0100978922",1,"global_1","individual","individual",FALSE
"SYNID0100979305",4,"global_4","individual","individual",FALSE
"SYNID0100979492",3,"global_3","individual","individual",FALSE
"SYNID0100979511",4,"global_4","individual","individual",FALSE
"SYNID0100979739",3,"global_3","individual","individual",FALSE
"SYNID0100979847",1,"global_1","individual","individual",FALSE
"SYNID0100980038",3,"global_3","individual","individual",FALSE
"SYNID0100980142",4,"global_4","individual","individual",FALSE
"SYNID0100980325",3,"global_3","individual","individual",FALSE
"SYNID0100980683",1,"global_1","individual","individual",FALSE
"SYNID0100980729",3,"global_3","individual","individual",FALSE
"SYNID0100980878",4,"global_4","individual","individual",FALSE
"SYNID0100980891",4,"global_4","individual","individual",FALSE
"SYNID0100981215",1,"global_1","individual","individual",FALSE
"SYNID0100981317",4,"global_4","individual","individual",FALSE
"SYNID0100981438",3,"global_3","individual","individual",FALSE
"SYNID0100981687",4,"global_4","individual","individual",FALSE
"SYNID0100981740",4,"global_4","individual","individual",FALSE
"SYNID0100982236",4,"global_4","individual","individual",FALSE
"SYNID0100982427",4,"global_4","individual","individual",FALSE
"SYNID0100982749",3,"global_3","individual","individual",FALSE
"SYNID0100983222",4,"global_4","individual","individual",FALSE
"SYNID0100983267",4,"global_4","individual","individual",FALSE
"SYNID0100984376",3,"global_3","individual","individual",FALSE
"SYNID0100984634",4,"global_4","individual","individual",FALSE
"SYNID0100984666",3,"global_3","individual","individual",FALSE
"SYNID0100985335",4,"global_4","individual","individual",FALSE
"SYNID0100985927",3,"global_3","individual","individual",FALSE
"SYNID0100985954",3,"global_3","individual","individual",FALSE
"SYNID0100986058",3,"global_3","individual","individual",FALSE
"SYNID0100986067",4,"global_4","individual","individual",FALSE
"SYNID0100986105",4,"global_4","individual","individual",FALSE
"SYNID0100986147",3,"global_3","individual","individual",FALSE
"SYNID0100986676",4,"global_4","individual","individual",FALSE
"SYNID0100987077",4,"global_4","individual","individual",FALSE
"SYNID0100987266",3,"global_3","individual","individual",FALSE
"SYNID0100987374",4,"global_4","individual","individual",FALSE
"SYNID0100987465",3,"global_3","individual","individual",FALSE
"SYNID0100987609",4,"global_4","individual","individual",FALSE
"SYNID0100987831",4,"global_4","individual","individual",FALSE
"SYNID0100987974",3,"global_3","individual","individual",FALSE
"SYNID0100987993",4,"global_4","individual","individual",FALSE
"SYNID0100988699",4,"global_4","individual","individual",FALSE
"SYNID0100988943",4,"global_4","individual","individual",FALSE
"SYNID0100989087",4,"global_4","individual","individual",FALSE
"SYNID0100989095",4,"global_4","individual","individual",FALSE
"SYNID0100989163",4,"global_4","individual","individual",FALSE
"SYNID0100989397",4,"global_4","individual","individual",FALSE
"SYNID0100989905",3,"global_3","individual","individual",FALSE
"SYNID0100990196",3,"global_3","individual","individual",FALSE
"SYNID0100990764",3,"global_3","individual","individual",FALSE
"SYNID0100990890",4,"global_4","individual","individual",FALSE
"SYNID0100991421",4,"global_4","individual","individual",FALSE
"SYNID0100991443",3,"global_3","individual","individual",FALSE
"SYNID0100991887",3,"global_3","individual","individual",FALSE
"SYNID0100992194",4,"global_4","individual","individual",FALSE
"SYNID0100992639",3,"global_3","individual","individual",FALSE
"SYNID0100992652",4,"global_4","individual","individual",FALSE
"SYNID0100993367",3,"global_3","individual","individual",FALSE
"SYNID0100993641",3,"global_3","individual","individual",FALSE
"SYNID0100993660",3,"global_3","individual","individual",FALSE
"SYNID0100993840",4,"global_4","individual","individual",FALSE
"SYNID0100993915",3,"global_3","individual","individual",FALSE
"SYNID0100994089",4,"global_4","individual","individual",FALSE
"SYNID0100994298",3,"global_3","individual","individual",FALSE
"SYNID0100994451",3,"global_3","individual","individual",FALSE
"SYNID0100994677",3,"global_3","individual","individual",FALSE
"SYNID0100994685",4,"global_4","individual","individual",FALSE
"SYNID0100994813",4,"global_4","individual","individual",FALSE
"SYNID0100994845",4,"global_4","individual","individual",FALSE
"SYNID0100995333",4,"global_4","individual","individual",FALSE
"SYNID0100995562",1,"global_1","individual","individual",FALSE
"SYNID0100995770",3,"global_3","individual","individual",FALSE
"SYNID0100995785",4,"global_4","individual","individual",FALSE
"SYNID0100995823",4,"global_4","individual","individual",FALSE
"SYNID0100995826",3,"global_3","individual","individual",FALSE
"SYNID0100995875",3,"global_3","individual","individual",FALSE
"SYNID0100996043",1,"global_1","individual","individual",FALSE
"SYNID0100996095",3,"global_3","individual","individual",FALSE
"SYNID0100996300",4,"global_4","individual","individual",FALSE
"SYNID0100996767",4,"global_4","individual","individual",FALSE
"SYNID0100996793",4,"global_4","individual","individual",FALSE
"SYNID0100997577",1,"global_1","individual","individual",FALSE
"SYNID0100997623",4,"global_4","individual","individual",FALSE
